User_ID,State,City,Transaction_Type,Amount,Date,Device,Status
50,Tamil Nadu,Bangalore,Recharge,4136.02,2023-01-03 01:00:00,iOS,Success
51,Uttar Pradesh,Chennai,Merchant Payment,2628.43,2023-01-03 02:00:00,iOS,Success
52,Karnataka,Lucknow,Merchant Payment,3878.47,2023-01-03 03:00:00,iOS,Success
53,Karnataka,Bangalore,Money Transfer,1179.78,2023-01-03 04:00:00,Android,Success
54,Maharashtra,Delhi,Merchant Payment,1731.97,2023-01-03 05:00:00,iOS,Success
55,Karnataka,Delhi,Bill Payment,160.22,2023-01-03 06:00:00,iOS,Success
56,Gujarat,Bangalore,Money Transfer,4807.85,2023-01-03 07:00:00,iOS,Success
57,Karnataka,Lucknow,Merchant Payment,3342.66,2023-01-03 08:00:00,Android,Success
58,Tamil Nadu,Ahmedabad,Bill Payment,4666.69,2023-01-03 09:00:00,iOS,Success
59,Tamil Nadu,Chennai,Merchant Payment,1334.83,2023-01-03 10:00:00,Android,Success
60,Tamil Nadu,Delhi,Merchant Payment,3061.2,2023-01-03 11:00:00,iOS,Success
61,Tamil Nadu,Ahmedabad,Recharge,3395.71,2023-01-03 12:00:00,iOS,Success
62,Gujarat,Bangalore,Merchant Payment,1594.57,2023-01-03 13:00:00,iOS,Success
63,Delhi,Ahmedabad,Merchant Payment,4242.07,2023-01-03 14:00:00,Android,Success
64,Uttar Pradesh,Mumbai,Bill Payment,4736.34,2023-01-03 15:00:00,Android,Success
65,Maharashtra,Delhi,Bill Payment,4425.43,2023-01-03 16:00:00,Android,Success
66,Tamil Nadu,Bangalore,Recharge,3697.94,2023-01-03 17:00:00,Android,Failed
67,Karnataka,Chennai,Merchant Payment,1394.55,2023-01-03 18:00:00,Android,Success
68,Tamil Nadu,Lucknow,Recharge,1415.26,2023-01-03 19:00:00,Android,Success
69,Karnataka,Bangalore,Merchant Payment,4817.17,2023-01-03 20:00:00,iOS,Failed
70,Uttar Pradesh,Chennai,Money Transfer,61.32,2023-01-03 21:00:00,Android,Success
71,Uttar Pradesh,Lucknow,Money Transfer,3583.09,2023-01-03 22:00:00,iOS,Success
72,Uttar Pradesh,Lucknow,Recharge,3534.17,2023-01-03 23:00:00,Android,Success
73,Karnataka,Bangalore,Recharge,3117.22,2023-01-04 00:00:00,Android,Success
74,Tamil Nadu,Ahmedabad,Recharge,4950.64,2023-01-04 01:00:00,Android,Success
75,Uttar Pradesh,Ahmedabad,Bill Payment,1566.28,2023-01-04 02:00:00,iOS,Success
76,Gujarat,Lucknow,Bill Payment,1706.46,2023-01-04 03:00:00,Android,Success
77,Karnataka,Ahmedabad,Bill Payment,403.91,2023-01-04 04:00:00,Android,Success
78,Karnataka,Mumbai,Recharge,2219.56,2023-01-04 05:00:00,iOS,Success
79,Tamil Nadu,Lucknow,Merchant Payment,1312.63,2023-01-04 06:00:00,iOS,Success
80,Karnataka,Lucknow,Money Transfer,1723.5,2023-01-04 07:00:00,iOS,Success
81,Karnataka,Chennai,Recharge,4174.51,2023-01-04 08:00:00,iOS,Success
82,Uttar Pradesh,Ahmedabad,Bill Payment,4678.07,2023-01-04 09:00:00,Android,Success
83,Tamil Nadu,Lucknow,Bill Payment,936.81,2023-01-04 10:00:00,iOS,Success
84,Uttar Pradesh,Mumbai,Recharge,1868.82,2023-01-04 11:00:00,Android,Success
85,Uttar Pradesh,Chennai,Recharge,4643.87,2023-01-04 12:00:00,Android,Success
86,Tamil Nadu,Bangalore,Bill Payment,318.42,2023-01-04 13:00:00,iOS,Success
87,Maharashtra,Lucknow,Merchant Payment,470.88,2023-01-04 14:00:00,Android,Success
88,Uttar Pradesh,Mumbai,Bill Payment,822.33,2023-01-04 15:00:00,iOS,Failed
89,Gujarat,Delhi,Bill Payment,2980.11,2023-01-04 16:00:00,Android,Success
90,Gujarat,Mumbai,Recharge,760.86,2023-01-04 17:00:00,iOS,Success
91,Karnataka,Mumbai,Merchant Payment,4840.7,2023-01-04 18:00:00,iOS,Success
92,Gujarat,Chennai,Bill Payment,2239.11,2023-01-04 19:00:00,iOS,Failed
93,Karnataka,Bangalore,Bill Payment,2512.57,2023-01-04 20:00:00,iOS,Success
94,Maharashtra,Delhi,Money Transfer,1240.83,2023-01-04 21:00:00,iOS,Success
95,Tamil Nadu,Ahmedabad,Recharge,2360.09,2023-01-04 22:00:00,iOS,Success
96,Tamil Nadu,Ahmedabad,Money Transfer,3312.95,2023-01-04 23:00:00,Android,Failed
97,Tamil Nadu,Mumbai,Money Transfer,3758.37,2023-01-05 00:00:00,Android,Success
98,Gujarat,Chennai,Bill Payment,3771.8,2023-01-05 01:00:00,Android,Success
99,Maharashtra,Chennai,Recharge,2893.68,2023-01-05 02:00:00,iOS,Failed
100,Gujarat,Ahmedabad,Merchant Payment,4522.76,2023-01-05 03:00:00,Android,Success
101,Gujarat,Delhi,Bill Payment,4088.87,2023-01-05 04:00:00,iOS,Success
102,Maharashtra,Bangalore,Merchant Payment,3787.67,2023-01-05 05:00:00,Android,Success
103,Maharashtra,Delhi,Merchant Payment,287.47,2023-01-05 06:00:00,Android,Success
104,Maharashtra,Lucknow,Recharge,44.32,2023-01-05 07:00:00,iOS,Success
105,Maharashtra,Lucknow,Money Transfer,1070.11,2023-01-05 08:00:00,Android,Failed
106,Tamil Nadu,Bangalore,Recharge,3320.98,2023-01-05 09:00:00,Android,Success
107,Delhi,Ahmedabad,Merchant Payment,2061.88,2023-01-05 10:00:00,Android,Success
108,Delhi,Bangalore,Bill Payment,2018.01,2023-01-05 11:00:00,iOS,Failed
109,Maharashtra,Chennai,Merchant Payment,4424.09,2023-01-05 12:00:00,Android,Success
110,Delhi,Lucknow,Bill Payment,4478.86,2023-01-05 13:00:00,iOS,Success
111,Delhi,Mumbai,Bill Payment,4546.78,2023-01-05 14:00:00,Android,Success
112,Maharashtra,Mumbai,Recharge,1576.25,2023-01-05 15:00:00,Android,Success
113,Delhi,Ahmedabad,Merchant Payment,3458.37,2023-01-05 16:00:00,Android,Success
114,Gujarat,Chennai,Money Transfer,1365.45,2023-01-05 17:00:00,Android,Success
115,Karnataka,Delhi,Merchant Payment,961.14,2023-01-05 18:00:00,iOS,Success
116,Karnataka,Chennai,Merchant Payment,931.32,2023-01-05 19:00:00,Android,Success
117,Maharashtra,Mumbai,Money Transfer,1717.12,2023-01-05 20:00:00,iOS,Success
118,Tamil Nadu,Mumbai,Recharge,2155.49,2023-01-05 21:00:00,iOS,Failed
119,Maharashtra,Lucknow,Merchant Payment,4156.44,2023-01-05 22:00:00,Android,Success
120,Tamil Nadu,Chennai,Merchant Payment,608.26,2023-01-05 23:00:00,Android,Success
121,Karnataka,Chennai,Bill Payment,3677.28,2023-01-06 00:00:00,iOS,Success
122,Maharashtra,Mumbai,Merchant Payment,2661.96,2023-01-06 01:00:00,iOS,Success
123,Uttar Pradesh,Delhi,Money Transfer,1446.85,2023-01-06 02:00:00,Android,Success
124,Gujarat,Ahmedabad,Bill Payment,2469.17,2023-01-06 03:00:00,Android,Success
125,Delhi,Ahmedabad,Recharge,1506.71,2023-01-06 04:00:00,Android,Failed
126,Tamil Nadu,Chennai,Bill Payment,2984.45,2023-01-06 05:00:00,Android,Failed
127,Uttar Pradesh,Ahmedabad,Money Transfer,2174.88,2023-01-06 06:00:00,Android,Success
128,Delhi,Mumbai,Money Transfer,830.38,2023-01-06 07:00:00,iOS,Success
129,Delhi,Mumbai,Bill Payment,591.75,2023-01-06 08:00:00,Android,Success
130,Maharashtra,Chennai,Recharge,2738.01,2023-01-06 09:00:00,Android,Success
131,Delhi,Chennai,Bill Payment,4513.04,2023-01-06 10:00:00,iOS,Success
132,Gujarat,Lucknow,Recharge,1726.35,2023-01-06 11:00:00,Android,Success
133,Uttar Pradesh,Chennai,Bill Payment,3667.67,2023-01-06 12:00:00,Android,Success
134,Delhi,Delhi,Money Transfer,3296.72,2023-01-06 13:00:00,iOS,Success
135,Maharashtra,Ahmedabad,Merchant Payment,4658.46,2023-01-06 14:00:00,Android,Success
136,Gujarat,Chennai,Merchant Payment,4106.7,2023-01-06 15:00:00,iOS,Success
137,Karnataka,Bangalore,Recharge,2837.36,2023-01-06 16:00:00,Android,Success
138,Uttar Pradesh,Lucknow,Recharge,3288.58,2023-01-06 17:00:00,Android,Failed
139,Delhi,Bangalore,Recharge,4492.95,2023-01-06 18:00:00,Android,Success
140,Maharashtra,Mumbai,Money Transfer,2003.6,2023-01-06 19:00:00,iOS,Success
141,Karnataka,Ahmedabad,Bill Payment,1640.71,2023-01-06 20:00:00,iOS,Success
142,Karnataka,Chennai,Money Transfer,63.95,2023-01-06 21:00:00,iOS,Success
143,Tamil Nadu,Bangalore,Merchant Payment,4134.49,2023-01-06 22:00:00,iOS,Success
144,Gujarat,Ahmedabad,Recharge,4006.89,2023-01-06 23:00:00,Android,Success
145,Delhi,Mumbai,Bill Payment,531.23,2023-01-07 00:00:00,iOS,Success
146,Maharashtra,Delhi,Merchant Payment,2888.52,2023-01-07 01:00:00,iOS,Failed
147,Tamil Nadu,Lucknow,Merchant Payment,2325.27,2023-01-07 02:00:00,iOS,Success
148,Gujarat,Ahmedabad,Merchant Payment,602.36,2023-01-07 03:00:00,Android,Success
149,Tamil Nadu,Ahmedabad,Money Transfer,4903.04,2023-01-07 04:00:00,Android,Success
150,Uttar Pradesh,Delhi,Recharge,1081.33,2023-01-07 05:00:00,iOS,Success
151,Gujarat,Ahmedabad,Merchant Payment,345.5,2023-01-07 06:00:00,iOS,Success
152,Gujarat,Mumbai,Recharge,2978.29,2023-01-07 07:00:00,Android,Success
153,Delhi,Mumbai,Money Transfer,3696.94,2023-01-07 08:00:00,iOS,Success
154,Gujarat,Delhi,Merchant Payment,171.89,2023-01-07 09:00:00,iOS,Success
155,Tamil Nadu,Lucknow,Money Transfer,3297.0,2023-01-07 10:00:00,iOS,Success
156,Gujarat,Chennai,Money Transfer,2666.14,2023-01-07 11:00:00,iOS,Failed
157,Delhi,Bangalore,Recharge,525.29,2023-01-07 12:00:00,Android,Success
158,Delhi,Chennai,Merchant Payment,870.89,2023-01-07 13:00:00,Android,Success
159,Uttar Pradesh,Ahmedabad,Money Transfer,2844.19,2023-01-07 14:00:00,Android,Success
160,Tamil Nadu,Bangalore,Merchant Payment,1488.82,2023-01-07 15:00:00,iOS,Success
161,Karnataka,Delhi,Recharge,4692.2,2023-01-07 16:00:00,iOS,Success
162,Karnataka,Delhi,Money Transfer,4095.51,2023-01-07 17:00:00,Android,Success
163,Gujarat,Lucknow,Recharge,4918.0,2023-01-07 18:00:00,Android,Success
164,Uttar Pradesh,Bangalore,Merchant Payment,1305.76,2023-01-07 19:00:00,Android,Success
165,Maharashtra,Mumbai,Merchant Payment,4848.92,2023-01-07 20:00:00,iOS,Success
166,Gujarat,Bangalore,Recharge,2161.86,2023-01-07 21:00:00,Android,Success
167,Uttar Pradesh,Ahmedabad,Bill Payment,1744.12,2023-01-07 22:00:00,iOS,Success
168,Tamil Nadu,Mumbai,Money Transfer,261.24,2023-01-07 23:00:00,iOS,Success
169,Tamil Nadu,Delhi,Merchant Payment,273.3,2023-01-08 00:00:00,Android,Success
170,Tamil Nadu,Bangalore,Merchant Payment,3463.14,2023-01-08 01:00:00,Android,Success
171,Tamil Nadu,Chennai,Money Transfer,2295.07,2023-01-08 02:00:00,iOS,Success
172,Tamil Nadu,Lucknow,Recharge,1140.34,2023-01-08 03:00:00,Android,Success
173,Uttar Pradesh,Chennai,Recharge,3073.71,2023-01-08 04:00:00,Android,Success
174,Uttar Pradesh,Lucknow,Recharge,1271.76,2023-01-08 05:00:00,iOS,Success
175,Delhi,Ahmedabad,Bill Payment,2892.38,2023-01-08 06:00:00,iOS,Success
176,Karnataka,Chennai,Bill Payment,1802.45,2023-01-08 07:00:00,iOS,Success
177,Tamil Nadu,Bangalore,Merchant Payment,4119.53,2023-01-08 08:00:00,iOS,Failed
178,Maharashtra,Bangalore,Recharge,4105.27,2023-01-08 09:00:00,iOS,Success
179,Uttar Pradesh,Chennai,Money Transfer,2391.98,2023-01-08 10:00:00,Android,Success
180,Maharashtra,Bangalore,Merchant Payment,1760.59,2023-01-08 11:00:00,iOS,Success
181,Maharashtra,Ahmedabad,Money Transfer,1819.17,2023-01-08 12:00:00,iOS,Success
182,Maharashtra,Mumbai,Merchant Payment,4030.52,2023-01-08 13:00:00,iOS,Failed
183,Delhi,Ahmedabad,Bill Payment,1647.62,2023-01-08 14:00:00,Android,Failed
184,Uttar Pradesh,Lucknow,Merchant Payment,1053.21,2023-01-08 15:00:00,iOS,Success
185,Maharashtra,Ahmedabad,Bill Payment,432.59,2023-01-08 16:00:00,iOS,Success
186,Tamil Nadu,Lucknow,Merchant Payment,2338.8,2023-01-08 17:00:00,iOS,Success
187,Gujarat,Bangalore,Recharge,2415.84,2023-01-08 18:00:00,Android,Success
188,Maharashtra,Mumbai,Money Transfer,4206.13,2023-01-08 19:00:00,iOS,Success
189,Delhi,Bangalore,Recharge,1113.98,2023-01-08 20:00:00,iOS,Success
190,Uttar Pradesh,Delhi,Merchant Payment,1911.15,2023-01-08 21:00:00,iOS,Failed
191,Delhi,Bangalore,Merchant Payment,4043.94,2023-01-08 22:00:00,Android,Success
192,Maharashtra,Lucknow,Merchant Payment,4119.88,2023-01-08 23:00:00,Android,Success
193,Uttar Pradesh,Bangalore,Bill Payment,1929.21,2023-01-09 00:00:00,Android,Failed
194,Gujarat,Bangalore,Money Transfer,2301.03,2023-01-09 01:00:00,Android,Failed
195,Maharashtra,Mumbai,Money Transfer,1523.4,2023-01-09 02:00:00,iOS,Success
196,Delhi,Bangalore,Merchant Payment,4663.45,2023-01-09 03:00:00,iOS,Success
197,Karnataka,Mumbai,Merchant Payment,602.03,2023-01-09 04:00:00,Android,Success
198,Tamil Nadu,Chennai,Bill Payment,4669.41,2023-01-09 05:00:00,Android,Success
199,Delhi,Delhi,Recharge,3422.49,2023-01-09 06:00:00,iOS,Failed
200,Uttar Pradesh,Mumbai,Recharge,2662.55,2023-01-09 07:00:00,iOS,Failed
201,Maharashtra,Lucknow,Money Transfer,172.97,2023-01-09 08:00:00,Android,Success
202,Tamil Nadu,Chennai,Bill Payment,2383.22,2023-01-09 09:00:00,Android,Success
203,Maharashtra,Mumbai,Merchant Payment,2044.66,2023-01-09 10:00:00,Android,Success
204,Uttar Pradesh,Mumbai,Money Transfer,814.48,2023-01-09 11:00:00,Android,Failed
205,Maharashtra,Delhi,Bill Payment,3285.48,2023-01-09 12:00:00,iOS,Success
206,Karnataka,Lucknow,Recharge,4856.04,2023-01-09 13:00:00,Android,Success
207,Tamil Nadu,Ahmedabad,Bill Payment,2815.32,2023-01-09 14:00:00,Android,Success
208,Tamil Nadu,Ahmedabad,Recharge,3576.62,2023-01-09 15:00:00,iOS,Success
209,Uttar Pradesh,Mumbai,Bill Payment,351.57,2023-01-09 16:00:00,iOS,Success
210,Karnataka,Bangalore,Money Transfer,2094.16,2023-01-09 17:00:00,iOS,Success
211,Delhi,Lucknow,Recharge,590.63,2023-01-09 18:00:00,iOS,Failed
212,Maharashtra,Chennai,Money Transfer,3067.85,2023-01-09 19:00:00,iOS,Failed
213,Gujarat,Bangalore,Money Transfer,4693.03,2023-01-09 20:00:00,Android,Success
214,Maharashtra,Bangalore,Recharge,3312.27,2023-01-09 21:00:00,Android,Success
215,Maharashtra,Lucknow,Recharge,393.25,2023-01-09 22:00:00,Android,Success
216,Delhi,Mumbai,Merchant Payment,1779.78,2023-01-09 23:00:00,iOS,Success
217,Maharashtra,Mumbai,Merchant Payment,2757.81,2023-01-10 00:00:00,Android,Success
218,Karnataka,Mumbai,Merchant Payment,2022.01,2023-01-10 01:00:00,iOS,Failed
219,Karnataka,Mumbai,Money Transfer,4169.88,2023-01-10 02:00:00,Android,Success
220,Tamil Nadu,Ahmedabad,Money Transfer,4075.21,2023-01-10 03:00:00,Android,Success
221,Uttar Pradesh,Mumbai,Merchant Payment,3063.04,2023-01-10 04:00:00,iOS,Failed
222,Gujarat,Ahmedabad,Money Transfer,1873.56,2023-01-10 05:00:00,iOS,Failed
223,Maharashtra,Ahmedabad,Money Transfer,1284.13,2023-01-10 06:00:00,Android,Success
224,Maharashtra,Mumbai,Recharge,538.31,2023-01-10 07:00:00,Android,Success
225,Delhi,Delhi,Recharge,1780.94,2023-01-10 08:00:00,Android,Success
226,Uttar Pradesh,Chennai,Money Transfer,2071.73,2023-01-10 09:00:00,Android,Success
227,Karnataka,Bangalore,Merchant Payment,3382.36,2023-01-10 10:00:00,Android,Success
228,Gujarat,Ahmedabad,Bill Payment,3294.22,2023-01-10 11:00:00,iOS,Success
229,Tamil Nadu,Lucknow,Merchant Payment,359.84,2023-01-10 12:00:00,iOS,Failed
230,Karnataka,Lucknow,Bill Payment,1982.34,2023-01-10 13:00:00,iOS,Success
231,Uttar Pradesh,Chennai,Merchant Payment,917.08,2023-01-10 14:00:00,iOS,Success
232,Tamil Nadu,Lucknow,Recharge,792.5,2023-01-10 15:00:00,Android,Success
233,Delhi,Delhi,Money Transfer,4138.24,2023-01-10 16:00:00,Android,Success
234,Delhi,Lucknow,Money Transfer,219.16,2023-01-10 17:00:00,iOS,Success
235,Maharashtra,Bangalore,Recharge,2101.72,2023-01-10 18:00:00,Android,Success
236,Uttar Pradesh,Bangalore,Bill Payment,849.34,2023-01-10 19:00:00,iOS,Success
237,Gujarat,Ahmedabad,Bill Payment,4397.86,2023-01-10 20:00:00,Android,Success
238,Tamil Nadu,Mumbai,Bill Payment,2789.63,2023-01-10 21:00:00,Android,Success
239,Karnataka,Delhi,Recharge,1164.59,2023-01-10 22:00:00,Android,Success
240,Uttar Pradesh,Ahmedabad,Bill Payment,2517.11,2023-01-10 23:00:00,iOS,Success
241,Uttar Pradesh,Delhi,Recharge,3660.12,2023-01-11 00:00:00,iOS,Success
242,Delhi,Mumbai,Merchant Payment,4791.01,2023-01-11 01:00:00,iOS,Success
243,Maharashtra,Lucknow,Merchant Payment,1110.03,2023-01-11 02:00:00,iOS,Success
244,Maharashtra,Lucknow,Recharge,4432.05,2023-01-11 03:00:00,Android,Failed
245,Tamil Nadu,Mumbai,Money Transfer,4672.18,2023-01-11 04:00:00,Android,Failed
246,Delhi,Ahmedabad,Merchant Payment,4582.94,2023-01-11 05:00:00,Android,Success
247,Uttar Pradesh,Mumbai,Bill Payment,3180.72,2023-01-11 06:00:00,Android,Success
248,Gujarat,Chennai,Recharge,3152.81,2023-01-11 07:00:00,iOS,Success
249,Delhi,Bangalore,Bill Payment,2022.02,2023-01-11 08:00:00,Android,Success
250,Tamil Nadu,Ahmedabad,Bill Payment,3764.47,2023-01-11 09:00:00,Android,Success
251,Tamil Nadu,Delhi,Money Transfer,2661.16,2023-01-11 10:00:00,Android,Failed
252,Delhi,Chennai,Bill Payment,3390.42,2023-01-11 11:00:00,iOS,Failed
253,Tamil Nadu,Ahmedabad,Money Transfer,2148.0,2023-01-11 12:00:00,iOS,Success
254,Delhi,Mumbai,Merchant Payment,3660.17,2023-01-11 13:00:00,iOS,Success
255,Karnataka,Mumbai,Recharge,4124.11,2023-01-11 14:00:00,Android,Success
256,Delhi,Mumbai,Bill Payment,740.72,2023-01-11 15:00:00,iOS,Success
257,Delhi,Mumbai,Recharge,4166.32,2023-01-11 16:00:00,Android,Success
258,Tamil Nadu,Delhi,Bill Payment,2706.08,2023-01-11 17:00:00,Android,Success
259,Tamil Nadu,Chennai,Recharge,4224.88,2023-01-11 18:00:00,Android,Success
260,Maharashtra,Lucknow,Bill Payment,2162.2,2023-01-11 19:00:00,iOS,Success
261,Maharashtra,Bangalore,Bill Payment,1901.41,2023-01-11 20:00:00,iOS,Success
262,Karnataka,Delhi,Bill Payment,4576.15,2023-01-11 21:00:00,Android,Success
263,Maharashtra,Delhi,Bill Payment,1263.33,2023-01-11 22:00:00,Android,Success
264,Delhi,Lucknow,Bill Payment,4222.62,2023-01-11 23:00:00,iOS,Success
265,Tamil Nadu,Lucknow,Bill Payment,2425.26,2023-01-12 00:00:00,iOS,Success
266,Maharashtra,Bangalore,Bill Payment,2575.34,2023-01-12 01:00:00,iOS,Success
267,Maharashtra,Bangalore,Bill Payment,1549.26,2023-01-12 02:00:00,Android,Success
268,Karnataka,Lucknow,Bill Payment,2869.48,2023-01-12 03:00:00,Android,Success
269,Uttar Pradesh,Mumbai,Recharge,1632.8,2023-01-12 04:00:00,Android,Success
270,Karnataka,Delhi,Money Transfer,205.95,2023-01-12 05:00:00,iOS,Success
271,Delhi,Ahmedabad,Bill Payment,1367.27,2023-01-12 06:00:00,iOS,Failed
272,Tamil Nadu,Bangalore,Money Transfer,41.83,2023-01-12 07:00:00,iOS,Success
273,Karnataka,Bangalore,Bill Payment,4891.99,2023-01-12 08:00:00,Android,Success
274,Maharashtra,Lucknow,Bill Payment,4829.08,2023-01-12 09:00:00,Android,Success
275,Tamil Nadu,Chennai,Recharge,1981.82,2023-01-12 10:00:00,iOS,Success
276,Tamil Nadu,Ahmedabad,Merchant Payment,3644.57,2023-01-12 11:00:00,Android,Success
277,Maharashtra,Ahmedabad,Merchant Payment,1735.57,2023-01-12 12:00:00,iOS,Failed
278,Karnataka,Bangalore,Recharge,3358.75,2023-01-12 13:00:00,Android,Success
279,Maharashtra,Mumbai,Money Transfer,4029.1,2023-01-12 14:00:00,iOS,Success
280,Uttar Pradesh,Chennai,Merchant Payment,4734.31,2023-01-12 15:00:00,Android,Failed
281,Tamil Nadu,Ahmedabad,Recharge,2007.06,2023-01-12 16:00:00,Android,Success
282,Gujarat,Bangalore,Recharge,3918.66,2023-01-12 17:00:00,iOS,Success
283,Gujarat,Ahmedabad,Merchant Payment,1336.98,2023-01-12 18:00:00,iOS,Success
284,Delhi,Chennai,Money Transfer,4951.76,2023-01-12 19:00:00,iOS,Success
285,Maharashtra,Chennai,Recharge,138.59,2023-01-12 20:00:00,iOS,Success
286,Maharashtra,Delhi,Bill Payment,3021.61,2023-01-12 21:00:00,iOS,Success
287,Delhi,Lucknow,Money Transfer,3300.93,2023-01-12 22:00:00,Android,Success
288,Delhi,Lucknow,Money Transfer,3443.35,2023-01-12 23:00:00,iOS,Success
289,Delhi,Bangalore,Merchant Payment,610.73,2023-01-13 00:00:00,iOS,Success
290,Tamil Nadu,Chennai,Merchant Payment,4693.26,2023-01-13 01:00:00,iOS,Success
291,Uttar Pradesh,Delhi,Bill Payment,914.1,2023-01-13 02:00:00,Android,Success
292,Maharashtra,Delhi,Recharge,3117.54,2023-01-13 03:00:00,iOS,Success
293,Tamil Nadu,Ahmedabad,Merchant Payment,1121.15,2023-01-13 04:00:00,iOS,Success
294,Delhi,Ahmedabad,Merchant Payment,1543.01,2023-01-13 05:00:00,iOS,Failed
295,Maharashtra,Delhi,Money Transfer,2736.83,2023-01-13 06:00:00,Android,Success
296,Tamil Nadu,Ahmedabad,Merchant Payment,2091.8,2023-01-13 07:00:00,Android,Success
297,Uttar Pradesh,Chennai,Merchant Payment,809.53,2023-01-13 08:00:00,iOS,Success
298,Tamil Nadu,Mumbai,Merchant Payment,862.97,2023-01-13 09:00:00,Android,Success
299,Uttar Pradesh,Chennai,Merchant Payment,2096.54,2023-01-13 10:00:00,iOS,Success
